Bill #,Store Name,Shop ID,.myshopify.com URL,Charge category,Description,Amount,Currency,Start of billing cycle,End of billing cycle,Date,Order,Rate,App,Original amount,Original currency,Exchange rate
486874503,Obtuse cii,71309852741,https://obtuse-cii.myshopify.com,subscription_fee,Subscription Fee,1.0,USD,2026-02-09,2026-03-11,2026-02-10,"","","",1.0,USD,1.0
